"name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"AO400219","HSS-8083116","C23801M084","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G029B (Nurse Educator Office)","G","VIHATRP20240205-015","03/31/2028","08/15/2025","Mobile Cart","Clinical Education"
"AO400449","C018521","C21325M003","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","Lease Information Extract - HPFS Tangent","06/30/2024","01/10/2025","Mobile Cart","Pharmacy"
"AO400471","C009377","C19C14M246","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","Hallway (Roaming)","3","Lease Information Extract - HPFS Tangent","03/31/2023","05/30/2025","Mobile Cart","SUIT - Substance Use Integrated Team"
"AO400472","HSS-8083105","C23801M101","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","128 (Medications)","1","VIHATRP20240205-004","03/31/2028","08/14/2025","Mobile Cart","Hospice - End of Life"
"AO400473","HSS-8083103","C23801M040","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Main Building","128 (Medications)","1","VIHATRP20240205-002","03/31/2028","08/14/2025","Mobile Cart","Hospice - End of Life"
"AO400523","HSS-8093578","C24102M036","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1068 (PACU)","1","ISLHTRP20250526-013","05/31/2028","08/21/2025","Mobile Cart","CHCP Hospital at Home"
"AO400525","HSS-8093592","C24102M014","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Hallway)","2","ISLHTRP20250526-027","05/31/2028","08/21/2025","Mobile Cart","Maternity"
"AO400526","HSS-8093574","C24102M028","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1080 (Cataract Clinic)","1","ISLHTRP20250526-009","05/31/2028","08/21/2025","Mobile Cart","CHCP Hospital at Home"
"AO400532","HSS-8093580","C24102M065","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","ISLHTRP20250526-015","05/31/2028","","Mobile Cart","Cowichan District Hospital."
"AO400536","HSS-8093587","C24102M067","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2065 (Nursery)","2","ISLHTRP20250526-022","05/31/2028","06/18/2025","Mobile Cart","Maternity"
"AO400547","HSS-8083135","C23801M095","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Back)","G","VIHATRP20240205-034","03/31/2028","01/10/2025","Mobile Cart","Pharmacy"
"AO400548","HSS-8093583","C24102M045","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Hallway)","2","ISLHTRP20250526-018","05/31/2028","08/21/2025","Mobile Cart","Maternity"
"AO400549","HSS-1984394","C22303M031","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","Lease Information Extract - HPFS Tangent","03/31/2025","09/12/2025","Mobile Cart","Clinical Education"
"AO400554","HSS-8078954","C23719M112","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2C (Hallway)","2","VIHATRP20231003-090","11/30/2027","07/11/2025","Mobile Cart","2 Central"
"AO400557","HSS-8093584","C24102M061","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Hallway)","2","ISLHTRP20250526-019","05/31/2028","08/21/2025","Mobile Cart","Maternity"
"AO400558","HSS-1984549","C22303M089","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway East)","2","Lease Information Extract - HPFS Tangent","03/31/2025","09/12/2025","Mobile Cart","Clinical Education"
"AO400559","HSS-8093606","C24102M048","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Hallway East)","3","ISLHTRP20250526-041","05/31/2028","08/25/2025","Mobile Cart",""
"AO400561","HSS-8093588","C24102M051","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","ISLHTRP20250526-023","05/31/2028","","Mobile Cart","Cowichan District Hospital."
"AO400563","HSS-8093603","C24102M049","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Hallway)","3","ISLHTRP20250526-038","05/31/2028","09/12/2025","Mobile Cart",""
"AO400564","HSS-8093598","C24102M013","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3057 (Unit Clerk)","3rd Floor","ISLHTRP20250526-033","05/31/2028","08/22/2025","Mobile Cart",""
"AO400566","HSS-8093569","C23A03M103","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1134 (ACU Hallway)","1","ISLHTRP20250526-004","04/30/2028","09/19/2025","Mobile Cart","CHCP Hospital at Home"
"AO400567","HSS-8093594","C24102M030","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2C (Hallway)","2nd Floor","ISLHTRP20250526-029","05/31/2028","","","Cowichan District Hospital."
"AO400568","HSS-8093577","C24102M031","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1068 (PACU)","1","ISLHTRP20250526-012","05/31/2028","08/21/2025","Mobile Cart","CHCP Hospital at Home"
"AO400570","HSS-8093596","C24102M027","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Hallway)","2","ISLHTRP20250526-031","05/31/2028","08/21/2025","Mobile Cart","Maternity"
"AO400571","HSS-1984562","C22303M138","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4034 (Meeting Room 1)","4","Lease Information Extract - HPFS Tangent","03/31/2025","09/18/2025","Mobile Cart","Psychiatry"
"AO400572","HSS-8093591","C24102M026","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","ISLHTRP20250526-026","05/31/2028","","Mobile Cart","Cowichan District Hospital."
"C003792","C003792","C163172257","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Acute Care","1","","","","Excluded","(TBD)"
"C005112","C005112","860DNC06565","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C - Adult patient area(TBD)","1","","","","","(TBD)"
"C008930","C008930","C19A22M236","VIHA-COVIDDP-Duncan Polkey Road/ICBC Covid Test Clinic","Main Building","(TBD)","3","","","","Excluded","(TBD)"
"C009381","C009381","1812803-009","VIHA-DCW-Duncan Cowichan Way - Cowichan Valley ACT Team-Main Building-1st Floor","Main Building","(TBD)","1","","","","Excluded","ACT Team"
"C21414m012","C018609","C21414M012","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1052 (MDRD Decontamination)","1","Lease Information Extract - HPFS Tangent","09/30/2024","08/21/2025","Mobile Cart","Medical Device Reprocessing Department (MDRD)"
"C21414m038","C018591","C21414M038","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1052 (MDRD Decontamination)","1","Lease Information Extract - HPFS Tangent","09/30/2024","08/21/2025","Mobile Cart","Medical Device Reprocessing Department (MDRD)"
"C21414M041","C018589","C21414M041","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1052 (MDRD Decontamination)","1","Lease Information Extract - HPFS Tangent","09/30/2024","08/21/2025","Mobile Cart","Medical Device Reprocessing Department (MDRD)"
"CD2S","C002482","237988","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","CD2S","2","","","","Excluded",""
"CD3N","","237966","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3 North","","3rd Floor (N)","","","04/18/2025","Excluded",""
"CD3S","C002493","237989","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","CD3S","3","","","","Excluded",""
"CDH-BC1","","","VIHA-CDH-Cowichan District Hospital-Main Building","","","","","","","",""
"CDH-CCETS-PROD01","","SA21C18299","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","","","","","","",""
"CDH-CM1","","","VIHA-CDH-Cowichan District Hospital","","","","","","","Excluded",""
"CDH-CM2","","","VIHA-CDH-Cowichan District Hospital","","","","","","","Excluded",""
"CDH-CUPS1","","","VIHA-CDH-Cowichan District Hospital","","","","","","","Excluded",""
"CDH-CUPS2","","","VIHA-CDH-Cowichan District Hospital","","","","","","","Excluded",""
"CDHEPO04REP01","","WMS00001735","VIHA-CDH-Cowichan District Hospital","","","","","","","Excluded",""
"CDHMDB1","","2M230400KZ","VIHA-CDH-Cowichan District Hospital-Main Building","","","","","","","",""
"CDHMOD1","","MXQ80103TK","VIHA-CDH-Cowichan District Hospital","","","","","","","",""
"CDHMOD12","","2M231103JF","VIHA-CDH-Cowichan District Hospital-Main Building","","","","","","","",""
"CHCC_NURSECALL_PC.N","","","VIHA-CHCC-Chemainus Health Care Centre","","","","","","","Excluded",""
"DP17H13","HSS-1961959","DP17H13","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2065 (Nursery - Monitoring Board On Wall)","2","SD513310","10/31/2026","06/18/2025","General Rounding","Maternity"
"F7SR624","HSS-1997607","F7SR624","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","SB002-Equipment Storage","G","DMND0004884","04/30/2029","","General Rounding",""
"G6SR624","HSS-1997586","G6SR624","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","OR Core","1","DMND0004884","04/30/2029","","General Rounding",""
"H6SR624","HSS-1997622","H6SR624","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2031 (Back Room TV)","2","DMND0004884","04/30/2029","06/06/2025","General Rounding",""
"HSS-8015778","HSS-8015778","MJ07LZ9W","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D098","1","","","03/28/2024","General Rounding","(TBD)"
"LCHU-SRSV","","","VIHA-LCHU-Lake Cowichan Health Unit","","","","","","","Excluded",""
"LCHU-UCSE","","FOC18325LV8","VIHA-LCHU-Lake Cowichan Health Unit","","","","","","","Excluded",""
"LD020152","HSS-8065690","70ZDLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W28)","1","VIHATRP20220815-159","12/31/2026","07/25/2025","General Rounding","Admin Support"
"LD020153","HSS-8089527","8FFJVW3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","131 - Floor for storage","1","VIHATRP20240902-051","10/31/2028","07/25/2025","General Rounding","Duncan Community Hlth Services"
"LD020154","HSS-8065673","2L4FLN3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","127 (W31)","1","VIHATRP20220815-142","12/31/2026","07/25/2025","General Rounding","Cowichan Home Support"
"LD020157","HSS-8024438","18LZ3D3","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Clinic Room (RM 9)","1","VIHATRP20210920-072","01/31/2026","03/21/2025","General Rounding","Public Health"
"LD020191","HSS-8025635","4LZN5G3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C401(TBD)","1","VIHATRP20211129-028","03/31/2026","","","(TBD)"
"LD020210","HSS-8016160","PC12DHGY","VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1","Main Building","004 (Social Worker - Cesca Zamboni)","G","","05/31/2022","07/18/2025","General Rounding","Social Work"
"LD020289","HSS-8021916","90P68C3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Trailer","Trailer 1 (Dr Graham Blackburn)","G","VIHATRP20210607-011","10/31/2025","12/13/2023","General Rounding","Administration"
"LD020290","HSS-8024215","2RJH8D3","VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor","Lancer Building","Office 7 (Section C)","2","VIHATRP20210913-023","12/31/2025","02/28/2025","General Rounding","Mental Health & Substance Abuse"
"LD020577","HSS-8078082","9ZB95X3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G21","G","VIHATRP20230904-017","10/31/2027","02/28/2025","General Rounding","Housekeeping Admin"
"LD020608","HSS-8065647","61VFLN3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","??? (Shawna Cadieux)","1","VIHATRP20220815-116","12/31/2026","05/14/2024","General Rounding","(TBD)"
"LD020854","HSS-8023208","3VTZ593","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","403E","4","VIHATRP20210726-001","12/31/2025","05/06/2025","General Rounding","TBD"
"LD020960","HSS-8026921","25QHBK3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D080 (Lisa Young - Director)","1","VIHATRP20220228-019","07/31/2026","03/17/2025","General Rounding","Infection Prevention & Control"
"LD021029","HSS-8077197","7ZKZ4X3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","268 (W117) Kelsey","2","VIHATRP20230807-049","09/30/2027","06/18/2025","General Rounding","Administration"
"LD021251","HSS-8095137","G6ZP774","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH","1st Floor","ISLHTRP20250825-022","","","",""
"LD021287","HSS-8065632","56Q1NN3","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","? (Swing Office)","1","VIHATRP081522-001","12/31/2026","06/26/2025","General Rounding","Administration"
"LD021316","HSS-8082574","88VQDY3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","WFH - JBurke2","1","VIHATRP20240122-028","02/29/2028","05/13/2024","Excluded","(TBD)"
"LD021435","HSS-8024938","6WGK7G3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","? not found","1","VIHATRP20211025-043","02/28/2026","03/28/2025","General Rounding","Diabetes & Geriatrics Clinic"
"LD021512","HSS-8065523","9PSDLN3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G109 (Anti-Room)","G","VIHATRP20220808-212","12/31/2026","03/14/2024","General Rounding","Pharmacy"
"LD021513","HSS-8065525","GJQJLN3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20220808-214","12/31/2026","01/10/2025","General Rounding","Pharmacy"
"LD021665","HSS-8077196","DF9Z4X3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","WFH - Janeen Kidd (Project Director)","2","VIHATRP20230807-048","09/30/2027","02/14/2024","Excluded","Implement - Project Management CDHRP"
"LD021770","HSS-8078909","HY7RGY3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","260 (W150)","2","VIHATRP20231003-044","11/30/2027","06/18/2025","General Rounding","Cowichan Valley Adm"
"LD022010","HSS-8070652","50C1NN3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building",".Reception(TBD)","1","VIHATRP20230109-093","02/28/2027","","General Rounding","(TBD)"
"LD022298","HSS-8058477","5LNM9K3","VIHA-MIHU-Mayne Island Health Unit-Main Building-1st Floor","Main building","201","2","VIHATRP20220509-025","10/31/2026","08/09/2024","General Rounding"," "
"LD022363","HSS-8070565","8F5GLN3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3329 (Chemotherapy & Medical Daycare Office)","3","VIHATRP20230109-006","02/28/2027","08/22/2025","General Rounding","Cancer Care"
"LD022398","HSS-8023587","36T58C3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","(TBD)","1","VIHATRP20210816-060","11/30/2025","","Critical Clinical","ACT Team"
"LD022515","HSS-8073834","HBSSQV3","VIHA-LMH-Lady Minto Hospital-Main Building-Basement 1","Main Building","009","G","VIHATRP20230424-008","06/30/2027","03/08/2024","General Rounding","Social Work"
"LD022876","HSS-8070647","3Y23NN3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","VIHATRP20230109-088","02/28/2027","02/25/2024","Excluded","Work From Home"
"LD023033","HSS-8066633","46XJLN3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","09 - Benjamin Rhames","1","VIHATRP20220919-081","01/31/2027","03/31/2025","General Rounding","Health & Care Plan"
"LD023589","HSS-8077200","21FSQV3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#1 Charge Cabinet)","1","VIHATRP20230807-052","09/30/2027","07/25/2025","General Rounding","CHS (Reception)"
"LD023590","HSS-8092703","73GTFW3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#2 Charge Cabinet)","1st Floor","ILSHTRP20250324-009","03/31/2029","07/25/2025","General Rounding","Duncan Community Hlth Services"
"LD023591","HSS-8080371","690SGY3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W59)","1","VIHATRP20231113-075","12/31/2027","07/25/2025","General Rounding","Home Care Nursing (East HCN 1)"
"LD023592","HSS-8093119","FF4JX64","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","105 (W1) Telehealth","1st Floor","ISLHTRP20250421-041","03/31/2029","","","Duncan Community Hlth Services"
"LD024304","HSS-8095136","66NQ774","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH","1st Floor","ISLHTRP20250825-021","","","",""
"LD026113","HSS-8070583","CKWKLN3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 37 (Gail Kerrone Manager)","1","VIHATRP20230109-024","02/28/2027","03/13/2025","General Rounding","Nursing"
"LD026121","HSS-8027697","80PV5J3","VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor","Annex Building","222 (Home Care Nursing)","2","VIHATRP20220328-022","07/31/2026","07/18/2025","General Rounding","Home Care Services"
"LD026122","HSS-8027696","9QQC3J3","VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-2nd Floor","Annex Building","221B (Home Care Nursing)","2","VIHATRP20220328-021","07/31/2026","07/18/2025","General Rounding","CHS Nursing SSI"
"LD026250","HSS-8027698","G02W5J3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","109 (Clinical Lead)","1","VIHATRP20220328-023","10/31/2026","07/18/2025","General Rounding","Acute Care"
