"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"AO000276","AO000276-CRT","AO000276-CRT","1297850-0017","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000277","AO000277-CRT","AO000277-CRT","1801000-0038","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000278","AO000278-CRT","AO000278-CRT","1801000-0044","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000279","AO000279-CRT","AO000279-CRT","1801000-0050","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000280","AO000280-CRT","AO000280-CRT","1801000-0054","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000281","AO000281-CRT","AO000281-CRT","1874501-0106","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor",,,,,
"AO000284","AO000284-CRT","AO000284-CRT","1801000-0008","VIHA-SPH-Saanich Peninsula Hospital-Main Building",,,,,
"AO000285","AO000285-CRT","AO000285-CRT","1801000-0002","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000286","AO000286-CRT","AO000286-CRT","1801000-0068","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000287","AO000287-CRT","AO000287-CRT","1801000-0064","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000288","AO000288-CRT","AO000288-CRT","1801000-0018","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000289","AO000289-CRT","AO000289-CRT","1801000-0059","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000290","AO000290-CRT","AO000290-CRT","1801000-0036","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"AO000291","AO000291-CRT","AO000291-CRT","1801000-0035","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor",,,,,
"","AO000293-CRT","AO000293-CRT","1826808-0072","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000294","AO000294-CRT","AO000294-CRT","1297848-0023","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO000295","AO000295-CRT","AO000295-CRT","1268836-0004","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000304","AO000304-CRT","AO000304-CRT","1297846-0024","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000306","AO000306-CRT","AO000306-CRT","1297850-0034","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000308","AO000308-CRT","AO000308-CRT","1297846-0003","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000309","AO000309-CRT","AO000309-CRT","1297846-0051","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000310","AO000310-CRT","AO000310-CRT","1297850-0056","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor",,,,,
"AO000314","AO000314-CRT","AO000314-CRT","1297850-0010","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000319","AO000319-CRT","AO000319-CRT","1297849-0026","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000326","AO000326-CRT","AO000326-CRT","1297850-0027","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000329","AO000329-CRT","AO000329-CRT","1269741-0023","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000334","AO000334-CRT","AO000334-CRT","1297850-0021","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000338-CRT","AO000338-CRT","1297846-0020","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000339-CRT","AO000339-CRT","1297846-0021","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000341-CRT","AO000341-CRT","1268836-0018","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000342","AO000342-CRT","AO000342-CRT","1800999-0010","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"","AO000343-CRT","AO000343-CRT","1297850-0011","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000344-CRT","AO000344-CRT","1297850-0059","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000351-CRT","AO000351-CRT","1269345-0005","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"","AO000355-CRT","AO000355-CRT","1268945-0003","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000360-CRT","AO000360-CRT","1297850-0048","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000361-CRT","AO000361-CRT","1826513-0070","VIHA-RJH-Royal Jubilee Hospital-West Block-2nd Floor",,,,,
"","AO000362-CRT","AO000362-CRT","1297850-0022","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000365-CRT","AO000365-CRT","1297850-0058","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000369-CRT","AO000369-CRT","1297850-0031","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000372-CRT","AO000372-CRT","1297850-0054","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000373-CRT","AO000373-CRT","1297847-0004","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000374","AO000374-CRT","AO000374-CRT","1297848-0049","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"","AO000376-CRT","AO000376-CRT","1297848-0012","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000379-CRT","AO000379-CRT","1268836-0025","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000381-CRT","AO000381-CRT","1297850-0064","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000382-CRT","AO000382-CRT","1297850-0037","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000386-CRT","AO000386-CRT","1297850-0030","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000387-CRT","AO000387-CRT","1268836-0017","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000390-CRT","AO000390-CRT","1297850-0029","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor",,,,,
"AO000391","AO000391-CRT","AO000391-CRT","1269741-0036","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000393-CRT","AO000393-CRT","1297849-0006","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000394-CRT","AO000394-CRT","1269742-0035","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000395-CRT","AO000395-CRT","1297849-0020","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000399","AO000399-CRT","AO000399-CRT","1268836-0006","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000403","AO000403-CRT","AO000403-CRT","1270106-0048","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO000408","AO000408-CRT","AO000408-CRT","1297848-0026","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000413","AO000413-CRT","AO000413-CRT","1826808-0047","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000414","AO000414-CRT","AO000414-CRT","1297850-0026","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000415","AO000415-CRT","AO000415-CRT","1874313-0080","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor",,,,,
"AO000416","AO000416-CRT","AO000416-CRT","1844008-0010","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000419","AO000419-CRT","AO000419-CRT","1841539-0054","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor",,,,,
"AO000420","AO000420-CRT","AO000420-CRT","1826036-0032","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000423","AO000423-CRT","AO000423-CRT","1826512-0060","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000424","AO000424-CRT","AO000424-CRT","1845011-0013","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000425","AO000425-CRT","AO000425-CRT","1826808-0037","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000427","AO000427-CRT","AO000427-CRT","1823443-0040","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000428","AO000428-CRT","AO000428-CRT","1826513-0105","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000430","AO000430-CRT","AO000430-CRT","1297850-0041","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000436","AO000436-CRT","AO000436-CRT","1823443-0038","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000437","AO000437-CRT","AO000437-CRT","1823443-0086","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000438","AO000438-CRT","AO000438-CRT","1826512-0061","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000439","AO000439-CRT","AO000439-CRT","1826808-0007","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor",,,,,
"AO000440","AO000440-CRT","AO000440-CRT","1820404-0048","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor",,,,,
"","AO000441-CRT","AO000441-CRT","1826512-0005","VIHA-VGH-Victoria General Hospital",,,,,
"AO000442","AO000442-CRT","AO000442-CRT","1826808-0079","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000443","AO000443-CRT","AO000443-CRT","1826612-0013","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000444","AO000444-CRT","AO000444-CRT","1826512-0107","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO000445","AO000445-CRT","AO000445-CRT","1826512-0059","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000446-CRT","AO000446-CRT","1827415-0076","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000447","AO000447-CRT","AO000447-CRT","1823443-0028","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO000448","AO000448-CRT","AO000448-CRT","1823306-0025","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000449","AO000449-CRT","AO000449-CRT","1826037-0066","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO000450","AO000450-CRT","AO000450-CRT","1844008-0089","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"AO000451","AO000451-CRT","AO000451-CRT","1841539-0035","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000452","AO000452-CRT","AO000452-CRT","1822783-0037","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000453","AO000453-CRT","AO000453-CRT","1841311-0026","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000454-CRT","AO000454-CRT","1826808-0076","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor",,,,,
"AO000455","AO000455-CRT","AO000455-CRT","1826513-0011","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000456-CRT","AO000456-CRT","1820404-0073","VIHA-VGH-Victoria General Hospital",,,,,
"AO000458","AO000458-CRT","AO000458-CRT","1826612-0055","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000462","AO000462-CRT","AO000462-CRT","1844813-0079","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000463","AO000463-CRT","AO000463-CRT","1854604-0014","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000464LEG","AO000464-CRT","AO000464-CRT","1820501-0039","VIHA-VGH-Victoria General Hospital",,,,,
"AO000465","AO000465-CRT","AO000465-CRT","1818924-0109","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"AO000466","AO000466-CRT","AO000466-CRT","1844008-0012","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000467-CRT","AO000467-CRT","1841311-0047","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000468","AO000468-CRT","AO000468-CRT","1826612-0031","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000470-CRT","AO000470-CRT","1820501-0042","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000471-CRT","AO000471-CRT","1823425-0080","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000472-CRT","AO000472-CRT","1826513-0091","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000473-CRT","AO000473-CRT","1826036-0021","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000474-CRT","AO000474-CRT","1842508-0049","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000475-CRT","AO000475-CRT","1841714-0101","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000476-CRT","AO000476-CRT","1844813-0084","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000477","AO000477-CRT","AO000477-CRT","1827415-0075","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000479-CRT","AO000479-CRT","1826512-0098","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000481-CRT","AO000481-CRT","1845011-0010","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000482-CRT","AO000482-CRT","1827415-0081","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000483-CRT","AO000483-CRT","1826612-0033","VIHA-VGH-Victoria General Hospital",,,,,
"","AO000488-CRT","AO000488-CRT","1827415-0048","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000489-CRT","AO000489-CRT","1826512-0002","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"","AO000490-CRT","AO000490-CRT","1820404-0093","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000491-CRT","AO000491-CRT","1822913-0094","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000492-CRT","AO000492-CRT","1826037-0019","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"","AO000493-CRT","AO000493-CRT","1826513-0093","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"","AO000494-CRT","AO000494-CRT","1824322-0088","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000495-CRT","AO000495-CRT","1826512-0105","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000496-CRT","AO000496-CRT","1842508-0061","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000497-CRT","AO000497-CRT","1848798-0041","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000498-CRT","AO000498-CRT","1823715-0036","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000501-CRT","AO000501-CRT","1826808-0073","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000502-CRT","AO000502-CRT","1826612-0032","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000503-CRT","AO000503-CRT","1820404-0020","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000504-CRT","AO000504-CRT","1841539-0075","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000505-CRT","AO000505-CRT","1826512-0113","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"","AO000506-CRT","AO000506-CRT","1826808-0070","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000507-CRT","AO000507-CRT","1844008-0086","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000508-CRT","AO000508-CRT","1841311-0025","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor",,,,,
"","AO000509-CRT","AO000509-CRT","1820501-0044","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor",,,,,
"AO000517","AO000517-CRT","AO000517-CRT","1840497-0004","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO000518","AO000518-CRT","AO000518-CRT","1854599-0020","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000519","AO000519-CRT","AO000519-CRT","1800999-0018","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"AO000520LEG","AO000520-CRT","AO000520-CRT","1801000-0009","VIHA-RJH-Royal Jubilee Hospital",,,,,
"AO000521","AO000521-CRT","AO000521-CRT","1801000-0055","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000523","AO000523-CRT","AO000523-CRT","1801000-0030","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"AO000524","AO000524-CRT","AO000524-CRT","1297848-0043","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000525-CRT","AO000525-CRT","1297850-0062","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor",,,,,
"AO000526","AO000526-CRT","AO000526-CRT","1861405-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor",,,,,
"AO000528","AO000528-CRT","AO000528-CRT","1297848-0062","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor",,,,,
"","AO000535-CRT","AO000535-CRT","1269741-0044","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor",,,,,
"","AO000536-CRT","AO000536-CRT","1297846-0014","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor",,,,,
"AO000559","AO000559-CRT","AO000559-CRT","1841539-0074","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000560LEG","AO000560-CRT","AO000560-CRT","1874501-0107","VIHA-RJH-Royal Jubilee Hospital",,,,,
"AO000564","AO000564-CRT","AO000564-CRT","1684017-0003","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO000565LEG","AO000565-CRT","AO000565-CRT","1297847-0016","VIHA-RJH-Royal Jubilee Hospital",,,,,
"AO000566","AO000566-CRT","AO000566-CRT","1800999-0036","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor",,,,,
"AO000567LEG","AO000567-CRT","AO000567-CRT","1874548-0053","VIHA-RJH-Royal Jubilee Hospital",,,,,
"AO000570","AO000570-CRT","AO000570-CRT","1268836-0013","VIHA-DPRC-Dufferin Place (NRGH)-Main Building",,,,,
"AO000578","AO000578-CRT","AO000578-CRT","1835899-0001","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor",,,,,
"AO000580TRP","AO000580-CRT","AO000580-CRT","1824347-0035","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor",,,,,
"AO000582","AO000582-CRT","AO000582-CRT","1297846-0045","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"AO000584","AO000584-CRT","AO000584-CRT","1299486-0015","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO000585","AO000585-CRT","AO000585-CRT","1269742-0027","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor",,,,,
"AO000586","AO000586-CRT","AO000586-CRT","1801000-0051","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion-5th Floor",,,,,
"AO000591","AO000591-CRT","AO000591-CRT","1841539-0007","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000598","AO000598-CRT","AO000598-CRT","1269828-0031","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO000599","AO000599-CRT","AO000599-CRT","1269742-0011","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor",,,,,
"AO000601","AO000601-CRT","AO000601-CRT","1820404-0054","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000608","AO000608-CRT","AO000608-CRT","1297846-0046","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"AO000674","AO000674-CRT","AO000674-CRT","1270857-0064","VIHA-RJH-Royal Jubilee Hospital",,,,,
"","AO000676-CRT","AO000676-CRT","1826808-0028","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"","AO000677-CRT","AO000677-CRT","1844813-0103","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor",,,,,
"","AO000678-CRT","AO000678-CRT","1854605-0036","VIHA-VGH-Victoria General Hospital",,,,,
"AO000679","AO000679-CRT","AO000679-CRT","1854605-0012","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor",,,,,
"","AO000680-CRT","AO000680-CRT","1826808-0016","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000681","AO000681-CRT","AO000681-CRT","1820404-0058","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"","AO000682-CRT","AO000682-CRT","1297846-0048","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor",,,,,
"AO000683","AO000683-CRT","AO000683-CRT","1848798-0042","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"","AO000685-CRT","AO000685-CRT","1800999-0037","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor",,,,,
"","AO000686-CRT","AO000686-CRT","1842508-0096","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor",,,,,
"","AO000687-CRT","AO000687-CRT","1848798-0040","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor",,,,,
"AO000688","AO000688-CRT","AO000688-CRT","1854604-0009","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor",,,,,
"AO000690","AO000690-CRT","AO000690-CRT","1826917-0032","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor",,,,,
"AO000691","AO000691-CRT","AO000691-CRT","1854599-0004","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000692","AO000692-CRT","AO000692-CRT","1854605-0035","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor",,,,,
"AO000693","AO000693-CRT","AO000693-CRT","1854605-0010","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor",,,,,
